,participant,gof,name
0,0_epo,8.680127210617948e-05,pieron
1,10_epo,4.656355602079147e-05,pieron
2,11_epo,4.064390350317098e-05,pieron
3,12_epo,6.755875057885628e-05,pieron
4,13_epo,3.0396679650490464e-05,pieron
5,14_epo,4.488623590486083e-05,pieron
6,15_epo,4.6342194780936204e-05,pieron
7,16_epo,5.388912779495509e-05,pieron
8,17_epo,3.4813850895526775e-05,pieron
9,18_epo,6.767364186707288e-05,pieron
10,19_epo,3.3759854070620805e-05,pieron
11,1_epo,4.015189611433171e-05,pieron
12,20_epo,6.96799618780129e-05,pieron
13,21_epo,3.940727922032799e-05,pieron
14,22_epo,0.00012695901012958673,pieron
15,23_epo,4.562430236384395e-05,pieron
16,24_epo,7.060082806043388e-05,pieron
17,25_epo,7.68796818009951e-05,pieron
18,2_epo,3.586130304518204e-05,pieron
19,3_epo,6.041036768708611e-05,pieron
20,4_epo,3.933913234473415e-05,pieron
21,5_epo,8.415562119076424e-05,pieron
22,6_epo,8.083982841691742e-05,pieron
23,7_epo,7.883028145525347e-05,pieron
24,8_epo,6.0897194306849124e-05,pieron
25,9_epo,2.7709480900813114e-05,pieron
