,participant,gof,name
0,6_epo,0.2744654743036636,pieron
1,19_epo,0.19437605320680323,pieron
2,20_epo,0.2008557595567677,pieron
3,10_epo,0.19287914424780975,pieron
4,0_epo,0.07563566048628197,pieron
5,11_epo,0.15643452814153527,pieron
6,23_epo,0.2058234791080826,pieron
7,14_epo,0.03854158030175983,pieron
8,4_epo,0.1250465047932853,pieron
9,9_epo,0.3447929622589596,pieron
10,18_epo,0.0516200131993558,pieron
11,12_epo,0.27537571166499597,pieron
12,1_epo,0.045266295163941435,pieron
13,24_epo,0.2625007418910498,pieron
14,15_epo,0.3866789444312656,pieron
15,7_epo,0.2610384454192604,pieron
16,16_epo,0.10562835732797189,pieron
17,17_epo,0.22233163505683406,pieron
18,25_epo,0.09695989091986774,pieron
19,3_epo,0.17537531233793974,pieron
20,21_epo,0.3786410230768906,pieron
21,13_epo,0.03185710394131779,pieron
22,5_epo,0.10810921053230914,pieron
23,22_epo,0.0804485412444348,pieron
24,2_epo,0.29280926103397087,pieron
25,8_epo,0.03280082665108675,pieron
