,participant,gof,name
0,0_epo,4.255591335800751e-05,linear
1,10_epo,1.571394792397182e-05,linear
2,11_epo,1.917375275386124e-05,linear
3,12_epo,1.85063838717425e-05,linear
4,13_epo,1.1946032741224774e-05,linear
5,14_epo,1.537362052200966e-05,linear
6,15_epo,1.3930888733160528e-05,linear
7,16_epo,2.0893150177110915e-05,linear
8,17_epo,1.4836430895404256e-05,linear
9,18_epo,2.3538226745000225e-05,linear
10,19_epo,1.5693505731700113e-05,linear
11,1_epo,1.0394942090029275e-05,linear
12,20_epo,1.7353096548403974e-05,linear
13,21_epo,2.2531709530128504e-05,linear
14,22_epo,3.4629188444237486e-05,linear
15,23_epo,7.888331133281407e-06,linear
16,24_epo,1.8736251431282276e-05,linear
17,25_epo,2.6082625124093053e-05,linear
18,2_epo,9.533880661741767e-06,linear
19,3_epo,1.7140392418855062e-05,linear
20,4_epo,6.650187091087853e-06,linear
21,5_epo,3.131265652870124e-05,linear
22,6_epo,3.199578333938848e-05,linear
23,7_epo,2.508210510447683e-05,linear
24,8_epo,2.8060826809872092e-05,linear
25,9_epo,9.146667209934983e-06,linear
