,participant,gof,name
0,0_epo,0.04546525618252269,fechner
1,10_epo,0.01254786168784191,fechner
2,11_epo,0.054884362281029136,fechner
3,12_epo,0.02248729864407655,fechner
4,13_epo,0.015915450523533305,fechner
5,14_epo,0.033175281461543506,fechner
6,15_epo,0.04577729004886019,fechner
7,16_epo,0.009396377407069653,fechner
8,17_epo,0.16512685928773913,fechner
9,18_epo,0.028910454721148365,fechner
10,19_epo,0.0162652678612472,fechner
11,1_epo,0.016852118620279043,fechner
12,20_epo,0.013411438815994773,fechner
13,21_epo,0.015071452546720328,fechner
14,22_epo,0.03745773456109844,fechner
15,23_epo,0.023890302375417918,fechner
16,24_epo,0.06617281993933233,fechner
17,25_epo,0.014660877225625977,fechner
18,2_epo,0.014433073717577686,fechner
19,3_epo,0.036182247275126325,fechner
20,4_epo,0.016966321622157596,fechner
21,5_epo,0.016587065861038235,fechner
22,6_epo,0.04896464968818762,fechner
23,7_epo,0.043763832478539544,fechner
24,8_epo,0.02419949805054417,fechner
25,9_epo,0.03877531440708983,fechner
