,participant,gof,name
0,6_epo,0.05220791972950194,fechner
1,19_epo,0.018179236948631352,fechner
2,20_epo,0.014829650554581637,fechner
3,10_epo,0.01371126256849565,fechner
4,0_epo,0.053531828532423865,fechner
5,11_epo,0.05603374899746162,fechner
6,23_epo,0.028473929885709938,fechner
7,14_epo,0.03530871629179662,fechner
8,4_epo,0.017296129671797826,fechner
9,9_epo,0.040280645233201,fechner
10,18_epo,0.0335102625260343,fechner
11,12_epo,0.02176101876198813,fechner
12,1_epo,0.018870980388597258,fechner
13,24_epo,0.07135741221250799,fechner
14,15_epo,0.04733945748520335,fechner
15,7_epo,0.04917922463521601,fechner
16,16_epo,0.009545232916721573,fechner
17,17_epo,0.17383557393663496,fechner
18,25_epo,0.018137596599303488,fechner
19,3_epo,0.037102303783042447,fechner
20,21_epo,0.016206929615107155,fechner
21,13_epo,0.014689389827542856,fechner
22,5_epo,0.01849549148062301,fechner
23,22_epo,0.03870281732117047,fechner
24,2_epo,0.01435707810650552,fechner
25,8_epo,0.02670930348980334,fechner
