,participant,gof,name
0,0_epo,2.5758733437319317e-05,pieron
1,10_epo,1.7684526831180035e-05,pieron
2,11_epo,1.4466320091510435e-05,pieron
3,12_epo,3.269627908447341e-05,pieron
4,13_epo,9.636409670967148e-06,pieron
5,14_epo,1.5339142176441776e-05,pieron
6,15_epo,1.5528453946288865e-05,pieron
7,16_epo,1.2030836865859874e-05,pieron
8,17_epo,1.7078102360791872e-05,pieron
9,18_epo,2.0868160572455927e-05,pieron
10,19_epo,1.2702673930824146e-05,pieron
11,1_epo,8.373628513755665e-06,pieron
12,20_epo,1.3386181637259799e-05,pieron
13,21_epo,1.7283734965917235e-05,pieron
14,22_epo,2.652745735108656e-05,pieron
15,23_epo,1.3792753321102399e-05,pieron
16,24_epo,1.9853226566847194e-05,pieron
17,25_epo,2.6879261225711043e-05,pieron
18,2_epo,1.699388566215296e-05,pieron
19,3_epo,1.3830340624719416e-05,pieron
20,4_epo,9.327206734823746e-06,pieron
21,5_epo,2.812214847671464e-05,pieron
22,6_epo,2.6910005360047822e-05,pieron
23,7_epo,2.8961351173283608e-05,pieron
24,8_epo,2.7612352608524416e-05,pieron
25,9_epo,1.0527290034072843e-05,pieron
