,participant,par1,par2,par3,name
0,0_epo,0.3660127684225959,1.0269799476991633e-17,,pieron
1,10_epo,0.6885213589447456,8.39605285406229e-22,,pieron
2,11_epo,0.828603389580834,1.6857462670039072e-17,,pieron
3,12_epo,0.8953003375114519,1.7717440683687097e-17,,pieron
4,13_epo,0.3772961462756509,4.210409214043066e-16,,pieron
5,14_epo,0.4645307975371923,4.281044825934638e-20,,pieron
6,15_epo,1.2924196104890535,1.0837381758606505e-19,,pieron
7,16_epo,0.4768506659836013,9.904356924328782e-23,,pieron
8,17_epo,0.7754001757237228,8.78973840306621e-18,,pieron
9,18_epo,0.3181531018198312,0.01721833812046677,,pieron
10,19_epo,0.6556474024496666,2.530928720755047e-21,,pieron
11,1_epo,0.4281516171730963,8.857973449449202e-22,,pieron
12,20_epo,0.5375481204759843,8.321986261908982e-21,,pieron
13,21_epo,0.7672262462044422,3.4478826635770865e-21,,pieron
14,22_epo,0.43501717359629305,0.0020032777607725955,,pieron
15,23_epo,0.6612375685434283,1.2556424026776829e-14,,pieron
16,24_epo,1.0485580857443755,3.208710607766276e-14,,pieron
17,25_epo,0.4868856597845598,1.069695387479692e-26,,pieron
18,2_epo,0.8865119918292647,2.2244569777302306e-17,,pieron
19,3_epo,0.50655058876005,1.5017940212235252e-14,,pieron
20,4_epo,0.46360181725543465,2.1204581132340797e-27,,pieron
21,5_epo,0.4759338268470532,3.5459069265858587e-19,,pieron
22,6_epo,0.870677570093455,2.6494013408705275e-22,,pieron
23,7_epo,0.6664492476677095,4.4049913266783856e-17,,pieron
24,8_epo,0.3962521114087242,4.3794105508373517e-14,,pieron
25,9_epo,0.8872321426538756,1.6057402621434667e-17,,pieron
