,participant,gof,name
0,0_epo,0.007210486271973419,linear
1,10_epo,0.006541521989129955,linear
2,11_epo,0.007181289952118961,linear
3,12_epo,0.006275752252650548,linear
4,13_epo,0.003326077370024084,linear
5,14_epo,0.0027167208982129994,linear
6,15_epo,0.010700923282372677,linear
7,16_epo,0.003848324711952926,linear
8,17_epo,0.003247406204837701,linear
9,18_epo,0.0043551488344177845,linear
10,19_epo,0.003753902577505883,linear
11,1_epo,0.005317271989106079,linear
12,20_epo,0.0043400430141108245,linear
13,21_epo,0.004827826031247135,linear
14,22_epo,0.005005294552707564,linear
15,23_epo,0.003702453213197728,linear
16,24_epo,0.0087320562915899,linear
17,25_epo,0.007156326940826528,linear
18,2_epo,0.006993823504649441,linear
19,3_epo,0.004396302683817285,linear
20,4_epo,0.004281020257831008,linear
21,5_epo,0.006583339761085551,linear
22,6_epo,0.009080194978793437,linear
23,7_epo,0.005433955914953245,linear
24,8_epo,0.003022346685203101,linear
25,9_epo,0.004409809757643842,linear
