,participant,gof,name
0,0_epo,0.006867965351935545,pieron
1,10_epo,0.0021866471604288415,pieron
2,11_epo,0.004625801878586038,pieron
3,12_epo,0.004189935617972468,pieron
4,13_epo,0.0030323186245076288,pieron
5,14_epo,0.0032760865808579326,pieron
6,15_epo,0.005434211713764895,pieron
7,16_epo,0.0028531253139017216,pieron
8,17_epo,0.0029996102025020566,pieron
9,18_epo,0.005233841535653055,pieron
10,19_epo,0.003889498235985386,pieron
11,1_epo,0.004757430284258871,pieron
12,20_epo,0.003376064538710629,pieron
13,21_epo,0.002865244666120729,pieron
14,22_epo,0.005326229370676721,pieron
15,23_epo,0.0034636007514309455,pieron
16,24_epo,0.005313191433461815,pieron
17,25_epo,0.0050811452998318655,pieron
18,2_epo,0.0027438714948247894,pieron
19,3_epo,0.006598930092939589,pieron
20,4_epo,0.004256663479171476,pieron
21,5_epo,0.002953980283101007,pieron
22,6_epo,0.0032567154931942236,pieron
23,7_epo,0.0034545094070818584,pieron
24,8_epo,0.0021161725721520496,pieron
25,9_epo,0.004123484042953515,pieron
