,participant,par1,par2,par3,name
0,0_epo,11.532903826482997,0.2095901311561526,0.06340337958852554,fechner
1,10_epo,18.509999988293075,0.13710138448337916,0.05437100764271173,fechner
2,11_epo,18.50999999813874,0.2316214373200858,0.055868070124347254,fechner
3,12_epo,3.676130889703478,0.28069891434232636,0.02954747124608413,fechner
4,13_epo,18.509999999899133,0.18804069188991976,0.041548361340815174,fechner
5,14_epo,18.509999986427555,0.14453957446915536,0.07181619970484746,fechner
6,15_epo,18.509999999999494,0.18042945622651774,0.08457135112989604,fechner
7,16_epo,17.212132316944913,0.16254667227526215,0.05543885252354415,fechner
8,17_epo,3.14889765147151e-08,0.02637950743578938,0.10429016011021207,fechner
9,18_epo,1.861306737210855e-09,0.018938298775333748,0.08346441672917149,fechner
10,19_epo,5.4714479082928525e-05,0.041273074336682404,0.07640049428631625,fechner
11,1_epo,18.509999999373733,0.23528477768833636,0.03734326612623472,fechner
12,20_epo,18.509999999996257,0.18237962180469766,0.05739736752650371,fechner
13,21_epo,9.625494881704277e-08,0.050672347728928493,0.07491683060266,fechner
14,22_epo,18.509999998763174,0.18715661407981238,0.059190971448795524,fechner
15,23_epo,8.871288819225665,0.15205645496009912,0.051820344992530944,fechner
16,24_epo,18.509999997373637,0.2205337915387508,0.09283007856845366,fechner
17,25_epo,15.828544779213662,0.1498549520577274,0.05609282113273057,fechner
18,2_epo,1.49414164514866,0.28209023713982917,1.1401865716446909e-09,fechner
19,3_epo,18.509999999999742,0.12459994580370183,0.07347858860432478,fechner
20,4_epo,11.356069401997537,0.19579537630890922,0.042550956268196015,fechner
21,5_epo,17.449222022455462,0.1962701777440668,0.04109695024485105,fechner
22,6_epo,18.509999999996275,0.1871541150578832,0.0682402489340295,fechner
23,7_epo,18.509999998600566,0.20549602419139468,0.05797053164825203,fechner
24,8_epo,18.5099999988786,0.11425300966085139,0.0703383980223088,fechner
25,9_epo,4.952897669545224,0.19734958246382248,0.0371237318703606,fechner
