,participant,gof,name
0,0_epo,4.262137636137408e-05,pieron
1,10_epo,1.571441477876015e-05,pieron
2,11_epo,1.9174488267819005e-05,pieron
3,12_epo,1.850649409829432e-05,pieron
4,13_epo,1.2066863509103292e-05,pieron
5,14_epo,1.540866889702394e-05,pieron
6,15_epo,1.3930888971628146e-05,pieron
7,16_epo,2.0983417346609896e-05,pieron
8,17_epo,1.4839149578684213e-05,pieron
9,18_epo,2.360243988156365e-05,pieron
10,19_epo,1.56959959684726e-05,pieron
11,1_epo,1.0503565563875086e-05,pieron
12,20_epo,1.733841625841259e-05,pieron
13,21_epo,2.2537848203735606e-05,pieron
14,22_epo,3.463472781517047e-05,pieron
15,23_epo,7.887359752101238e-06,pieron
16,24_epo,1.874360644127712e-05,pieron
17,25_epo,2.6240666566493356e-05,pieron
18,2_epo,9.54766391722624e-06,pieron
19,3_epo,1.7370151705231413e-05,pieron
20,4_epo,6.653693551436251e-06,pieron
21,5_epo,3.136840625461996e-05,pieron
22,6_epo,3.199780940575472e-05,pieron
23,7_epo,2.5146733051846986e-05,pieron
24,8_epo,2.787198213613829e-05,pieron
25,9_epo,9.156335777245657e-06,pieron
