,participant,par1,par2,par3,name
0,6_epo,0.5085920935115359,0.8881817489518382,,linear
1,19_epo,0.35783796429688464,0.7553599945883371,,linear
2,20_epo,0.4881802184892131,0.5653163665826584,,linear
3,10_epo,0.33605851907744166,0.7594390435990644,,linear
4,0_epo,0.13383556284642162,0.5451505960467641,,linear
5,11_epo,0.43612149153076785,0.8811355064182822,,linear
6,23_epo,0.14495157621056698,0.8611434559483898,,linear
7,14_epo,0.1499259806904334,0.6037190949035627,,linear
8,4_epo,0.2918777401542654,0.5813923250482094,,linear
9,9_epo,0.4391248204567311,1.0060274405163434,,linear
10,18_epo,-0.042963323876022974,0.6032762639163747,,linear
11,12_epo,0.7063014967556114,0.8332619638604553,,linear
12,1_epo,0.12339058506839673,0.6191790137267008,,linear
13,24_epo,0.4646458487450025,1.0574029183982343,,linear
14,15_epo,0.732174875969625,1.2494533553419631,,linear
15,7_epo,0.33004107724123155,0.7586613685853373,,linear
16,16_epo,0.22478382250953888,0.6180355806705047,,linear
17,17_epo,0.2975811172862203,0.8918505139765419,,linear
18,25_epo,0.18122256294009045,0.710160327825667,,linear
19,3_epo,0.1297963008177312,0.7480287158467362,,linear
20,21_epo,0.715904451198415,0.7027587598210004,,linear
21,13_epo,0.09570158350767877,0.5617916798808626,,linear
22,5_epo,0.09668205450064815,0.6399035672160438,,linear
23,22_epo,0.002594309644057158,0.6638594280539285,,linear
24,2_epo,0.6141543422138336,0.8850144632285768,,linear
25,8_epo,-0.034476430555263275,0.6464648192153223,,linear
