,participant,par1,par2,par3,name
0,6_epo,18.50999999999913,0.7537813211855442,0.8217144921556442,fechner
1,19_epo,13.450420169216178,0.6397651156122257,0.6453227064490509,fechner
2,20_epo,18.509999999999703,0.7405286512104985,0.4961444881363701,fechner
3,10_epo,11.215654267695662,0.6457968519202861,0.6153960934379727,fechner
4,0_epo,18.509999999995603,0.3782938623446745,0.5034273568619466,fechner
5,11_epo,6.292607625908956,0.796810559024585,0.5760910080803946,fechner
6,23_epo,10.571501524791454,0.4298144938322661,0.778042839182412,fechner
7,14_epo,18.509999999861325,0.4142396196503371,0.5526030825484497,fechner
8,4_epo,18.509999999953013,0.5661294298619548,0.5180691761389777,fechner
9,9_epo,7.39111959279766,0.7920570459840932,0.7288708136062578,fechner
10,18_epo,7.0911797716601e-07,0.08050380698115794,0.5757134633074821,fechner
11,12_epo,8.984804044525273,0.9033374427091729,0.5975025297755732,fechner
12,1_epo,12.948914544027344,0.4379689025525054,0.5276298759533684,fechner
13,24_epo,8.772174261577025,0.7852366301460025,0.821297576736354,fechner
14,15_epo,5.822116772614161,0.9410639984024703,0.9105170162200115,fechner
15,7_epo,18.50999999999996,0.5964580354965301,0.6966351169478217,fechner
16,16_epo,18.509999999999582,0.48609867528941114,0.566101090134792,fechner
17,17_epo,18.509999999831823,0.597204270055041,0.8137572826581079,fechner
18,25_epo,12.608911884877458,0.45454206823584886,0.6354619158282608,fechner
19,3_epo,1.0752844249660682e-07,0.5060367878074772,0.5552800617463098,fechner
20,21_epo,18.509999999983584,0.9088381694822155,0.6421035681710728,fechner
21,13_epo,18.50999999998869,0.33628879799126804,0.5210920773269943,fechner
22,5_epo,14.649429652497597,0.3987660939309544,0.5621188522500578,fechner
23,22_epo,0.00010780672699416084,0.12494238208190832,0.6495220583439639,fechner
24,2_epo,16.330741860561375,0.8221206895634463,0.8011464084643767,fechner
25,8_epo,1.0657760834157032e-08,0.11289388895484823,0.6168263381174651,fechner
