,participant,gof,name
0,0_epo,0.0050329095178224415,linear
1,10_epo,0.001511988520104659,linear
2,11_epo,0.0033742858386249645,linear
3,12_epo,0.003057432155951883,linear
4,13_epo,0.002660915402298518,linear
5,14_epo,0.0025397148399169075,linear
6,15_epo,0.004187308186853431,linear
7,16_epo,0.0025772593668500214,linear
8,17_epo,0.0026199048905464527,linear
9,18_epo,0.004026540191225088,linear
10,19_epo,0.0031982997265570367,linear
11,1_epo,0.003650489422003736,linear
12,20_epo,0.002908065719262807,linear
13,21_epo,0.002542847504525992,linear
14,22_epo,0.0033910228033026484,linear
15,23_epo,0.0026533519553649867,linear
16,24_epo,0.0032478555657324865,linear
17,25_epo,0.003996087644250596,linear
18,2_epo,0.0023563462071675757,linear
19,3_epo,0.004991520351118372,linear
20,4_epo,0.003382395669233647,linear
21,5_epo,0.002098016911835516,linear
22,6_epo,0.0026606669514956365,linear
23,7_epo,0.002724903492523979,linear
24,8_epo,0.001949170269293949,linear
25,9_epo,0.0036194414951409167,linear
