,participant,gof,name
0,0_epo,0.06753496931759374,fechner
1,10_epo,0.1815906022772278,fechner
2,11_epo,0.13360430485884223,fechner
3,12_epo,0.2308832268220253,fechner
4,13_epo,0.03185719345956641,fechner
5,14_epo,0.036217966324963984,fechner
6,15_epo,0.330987702094022,fechner
7,16_epo,0.09711749298010404,fechner
8,17_epo,0.21139002141600563,fechner
9,18_epo,0.04857052144423002,fechner
10,19_epo,0.171180675038911,fechner
11,1_epo,0.04211650930888989,fechner
12,20_epo,0.17763468087339618,fechner
13,21_epo,0.34129792927698477,fechner
14,22_epo,0.08107532723055011,fechner
15,23_epo,0.20154765281714881,fechner
16,24_epo,0.2294851533851354,fechner
17,25_epo,0.09225930931750072,fechner
18,2_epo,0.2630902255976572,fechner
19,3_epo,0.1808058964225344,fechner
20,4_epo,0.11557970961944163,fechner
21,5_epo,0.10219332105217839,fechner
22,6_epo,0.24868030574324165,fechner
23,7_epo,0.2320003643540966,fechner
24,8_epo,0.03398423436303189,fechner
25,9_epo,0.31700438220942967,fechner
