,participant,gof,name
0,0_epo,4.276590165397232e-05,fechner
1,10_epo,1.5712935758278608e-05,fechner
2,11_epo,1.917448825595806e-05,fechner
3,12_epo,1.843337825230298e-05,fechner
4,13_epo,1.202221911748626e-05,fechner
5,14_epo,1.5408668911339522e-05,fechner
6,15_epo,1.393088897162793e-05,fechner
7,16_epo,2.1114991548378277e-05,fechner
8,17_epo,1.4824199783632394e-05,fechner
9,18_epo,2.370847628283325e-05,fechner
10,19_epo,1.5695225247209646e-05,fechner
11,1_epo,1.0316192111708371e-05,fechner
12,20_epo,1.7382876623400427e-05,fechner
13,21_epo,2.2539663234571564e-05,fechner
14,22_epo,3.4629638574758376e-05,fechner
15,23_epo,7.88737167544509e-06,fechner
16,24_epo,1.8705779309926424e-05,fechner
17,25_epo,2.6110416815040608e-05,fechner
18,2_epo,9.54287965401317e-06,fechner
19,3_epo,1.7327792417044537e-05,fechner
20,4_epo,6.63004145500466e-06,fechner
21,5_epo,3.142882526695715e-05,fechner
22,6_epo,3.2018904258112166e-05,fechner
23,7_epo,2.51089183429995e-05,fechner
24,8_epo,2.8266972975843083e-05,fechner
25,9_epo,9.142373200881018e-06,fechner
