,participant,gof,name
0,0_epo,2.575172506423945e-05,linear
1,10_epo,1.765226750878871e-05,linear
2,11_epo,1.4489931950498821e-05,linear
3,12_epo,3.258546876635177e-05,linear
4,13_epo,9.63270208690649e-06,linear
5,14_epo,1.533890166529882e-05,linear
6,15_epo,1.5359091623574982e-05,linear
7,16_epo,1.1954923133935419e-05,linear
8,17_epo,1.7018793921610825e-05,linear
9,18_epo,2.091394678181357e-05,linear
10,19_epo,1.270063644080313e-05,linear
11,1_epo,8.354428254197299e-06,linear
12,20_epo,1.3353269595881219e-05,linear
13,21_epo,1.7252917082815284e-05,linear
14,22_epo,2.6525925837679584e-05,linear
15,23_epo,1.3730647386865126e-05,linear
16,24_epo,1.986699271896056e-05,linear
17,25_epo,2.6783276424170935e-05,linear
18,2_epo,1.699887020259007e-05,linear
19,3_epo,1.3828051852098794e-05,linear
20,4_epo,9.312027144157505e-06,linear
21,5_epo,2.8106189653530705e-05,linear
22,6_epo,2.6846845508893466e-05,linear
23,7_epo,2.8881752756138767e-05,linear
24,8_epo,2.7604902110300925e-05,linear
25,9_epo,1.0516209546787178e-05,linear
