,participant,gof,name
0,0_epo,8.718415802112938e-05,fechner
1,10_epo,4.642227145474806e-05,fechner
2,11_epo,4.03956000771909e-05,fechner
3,12_epo,6.748884276267169e-05,fechner
4,13_epo,3.0355515772933684e-05,fechner
5,14_epo,4.4886235904860835e-05,fechner
6,15_epo,4.642716869068018e-05,fechner
7,16_epo,5.389006076854045e-05,fechner
8,17_epo,3.484902316883537e-05,fechner
9,18_epo,6.775632702777047e-05,fechner
10,19_epo,3.376327195995696e-05,fechner
11,1_epo,3.941204691096885e-05,fechner
12,20_epo,6.999953359441039e-05,fechner
13,21_epo,3.914824137833932e-05,fechner
14,22_epo,0.000126433767822232,fechner
15,23_epo,4.560434843593319e-05,fechner
16,24_epo,7.058837667138397e-05,fechner
17,25_epo,7.655560847269633e-05,fechner
18,2_epo,3.586130304518302e-05,fechner
19,3_epo,6.027720128616951e-05,fechner
20,4_epo,3.9312332874685694e-05,fechner
21,5_epo,8.41446066569467e-05,fechner
22,6_epo,8.04435217423197e-05,fechner
23,7_epo,7.871513289703084e-05,fechner
24,8_epo,6.076783774938444e-05,fechner
25,9_epo,2.774177289791334e-05,fechner
