,participant,gof,name
0,0_epo,0.06856517330798077,pieron
1,10_epo,0.1935408836450152,pieron
2,11_epo,0.15790468018660345,pieron
3,12_epo,0.27128223883480135,pieron
4,13_epo,0.033038492690738754,pieron
5,14_epo,0.03819322677757657,pieron
6,15_epo,0.3816926084028476,pieron
7,16_epo,0.09983102075639932,pieron
8,17_epo,0.2192767342540484,pieron
9,18_epo,0.04849482064016653,pieron
10,19_epo,0.1809101375571403,pieron
11,1_epo,0.04557971949105894,pieron
12,20_epo,0.19488396311076692,pieron
13,21_epo,0.37706887543227835,pieron
14,22_epo,0.08107446057746888,pieron
15,23_epo,0.20371314225289514,pieron
16,24_epo,0.2531123816884911,pieron
17,25_epo,0.09498018276125493,pieron
18,2_epo,0.29187283294126043,pieron
19,3_epo,0.18080589642253433,pieron
20,4_epo,0.12124219944286295,pieron
21,5_epo,0.10349318980149336,pieron
22,6_epo,0.27022343694450507,pieron
23,7_epo,0.238841659522423,pieron
24,8_epo,0.033983477688998794,pieron
25,9_epo,0.33748696496665076,pieron
