,participant,gof,name
0,0_epo,0.00011080079650017056,pieron
1,10_epo,0.00010128342636746695,pieron
2,11_epo,4.30546492910798e-05,pieron
3,12_epo,0.00014796639172076815,pieron
4,13_epo,4.666931048062032e-05,pieron
5,14_epo,5.56791868125466e-05,pieron
6,15_epo,5.318603002832258e-05,pieron
7,16_epo,4.8291654284711746e-05,pieron
8,17_epo,4.635154140778982e-05,pieron
9,18_epo,7.022610494535354e-05,pieron
10,19_epo,4.241891784383254e-05,pieron
11,1_epo,5.231815853563764e-05,pieron
12,20_epo,8.275411980814655e-05,pieron
13,21_epo,6.427010506790623e-05,pieron
14,22_epo,9.751298932951281e-05,pieron
15,23_epo,7.920589921051701e-05,pieron
16,24_epo,8.324541409239452e-05,pieron
17,25_epo,7.764771534347462e-05,pieron
18,2_epo,7.173627540456534e-05,pieron
19,3_epo,7.604695722964128e-05,pieron
20,4_epo,5.374887965602349e-05,pieron
21,5_epo,0.00010126458295736676,pieron
22,6_epo,0.00010770595860036688,pieron
23,7_epo,0.00011934404339318195,pieron
24,8_epo,9.34253585213618e-05,pieron
25,9_epo,4.2860326096584475e-05,pieron
