,participant,gof,name
0,0_epo,8.696071281955545e-05,linear
1,10_epo,4.647827296440817e-05,linear
2,11_epo,4.063418720494556e-05,linear
3,12_epo,6.749774613548805e-05,linear
4,13_epo,3.0385525736711315e-05,linear
5,14_epo,4.484841072727878e-05,linear
6,15_epo,4.628954888872746e-05,linear
7,16_epo,5.3889759652421376e-05,linear
8,17_epo,3.472960142104125e-05,linear
9,18_epo,6.765356157219243e-05,linear
10,19_epo,3.376295686014239e-05,linear
11,1_epo,3.973104092731603e-05,linear
12,20_epo,6.992473238400621e-05,linear
13,21_epo,3.938959208133101e-05,linear
14,22_epo,0.00012644522228595615,linear
15,23_epo,4.56134153381645e-05,linear
16,24_epo,7.048367842738577e-05,linear
17,25_epo,7.667899805098263e-05,linear
18,2_epo,3.583519311523879e-05,linear
19,3_epo,6.0148968237841446e-05,linear
20,4_epo,3.931750743616028e-05,linear
21,5_epo,8.415199006201067e-05,linear
22,6_epo,8.083724266735844e-05,linear
23,7_epo,7.853698199526254e-05,linear
24,8_epo,6.089687699976139e-05,linear
25,9_epo,2.774170177502559e-05,linear
