,participant,par1,par2,par3,name
0,0_epo,0.9059322609589813,0.330329273012715,1.4083588759743674e-11,fechner
1,10_epo,18.115308382433568,0.21886986828480165,0.06618843035250302,fechner
2,11_epo,8.270986139814267,0.3072509650956921,0.030449201616938384,fechner
3,12_epo,18.509999938876803,0.13754114767878703,0.11100822151028418,fechner
4,13_epo,18.509999999993415,0.19300654443933438,0.0474390219987925,fechner
5,14_epo,0.6091286144149823,0.3100331758025702,7.482310489107094e-05,fechner
6,15_epo,2.9612005583712353e-08,0.02199301191155807,0.13095879193404905,fechner
7,16_epo,18.509999999699126,0.20151421987611687,0.05923240413660722,fechner
8,17_epo,1.9219098057313144e-05,0.02568716857343413,0.1070246895417913,fechner
9,18_epo,1.6137220087758183e-09,0.028959362003346287,0.09700763914701252,fechner
10,19_epo,18.50999997838069,0.1301196580645294,0.0967984561503045,fechner
11,1_epo,18.50999999999174,0.2796508486442873,0.04183102796307159,fechner
12,20_epo,18.36853126510702,0.2118768992764846,0.06629476685933912,fechner
13,21_epo,18.509999999999497,0.21864866451556209,0.0674492759558104,fechner
14,22_epo,18.50999999998961,0.23428194906646987,0.0628314463643534,fechner
15,23_epo,18.509999998719785,0.1227142999756188,0.08746769110048458,fechner
16,24_epo,18.509999959268335,0.17160804048739242,0.11393795885845719,fechner
17,25_epo,10.720494930994917,0.29537742245906523,0.03449278650701529,fechner
18,2_epo,18.509999999999994,0.16195000557712275,0.08558521698483286,fechner
19,3_epo,3.570961208210297e-10,0.024669020758965612,0.09287558774076932,fechner
20,4_epo,7.907502202310545,0.22571484312253293,0.04477015146780853,fechner
21,5_epo,14.349958374166755,0.26439002042504517,0.04786185577732215,fechner
22,6_epo,17.504292025008315,0.11584418358626498,0.13461503532691746,fechner
23,7_epo,1.409212668639868,0.33161247550074924,5.3418827650307e-19,fechner
24,8_epo,1.4956857264693257e-07,0.0159843803165874,0.09344875071577931,fechner
25,9_epo,18.509998488410744,0.13602595140208856,0.0837891211992234,fechner
