,participant,par1,par2,par3,name
0,0_epo,-0.0008786618156297887,0.36336272247133206,,linear
1,10_epo,0.09299727264508655,0.2992842103114413,,linear
2,11_epo,0.39358578254684395,0.4144458338889192,,linear
3,12_epo,0.037656671251139695,0.34744140780357247,,linear
4,13_epo,0.019771573873269555,0.290585646244627,,linear
5,14_epo,0.07602080723949389,0.3616451145249653,,linear
6,15_epo,0.06341713909784406,0.44452467804778734,,linear
7,16_epo,0.020666055510844883,0.2709271010120947,,linear
8,17_epo,0.2697514895393338,0.5581383970569025,,linear
9,18_epo,-0.028861455909712674,0.31147009160162475,,linear
10,19_epo,-0.04599291173084019,0.32191561454822126,,linear
11,1_epo,0.11257467935385732,0.27149229020406696,,linear
12,20_epo,0.07804687500229499,0.2662883441663599,,linear
13,21_epo,0.029914289211960265,0.25849948029038217,,linear
14,22_epo,0.02198180049207871,0.33384837822083757,,linear
15,23_epo,-0.045283360050120125,0.29774056276929606,,linear
16,24_epo,0.06552385372196763,0.5833212345752183,,linear
17,25_epo,0.03040757055294252,0.23006041097744068,,linear
18,2_epo,0.04059059632410922,0.27971239414689875,,linear
19,3_epo,-0.012112397028936295,0.4026578376443666,,linear
20,4_epo,0.036949032365068746,0.2912831890564419,,linear
21,5_epo,0.03036932164603802,0.28423651034446923,,linear
22,6_epo,0.057259262244012565,0.3711785125031952,,linear
23,7_epo,0.1705030341255408,0.3338424667041582,,linear
24,8_epo,0.004621473267013232,0.34102634568467394,,linear
25,9_epo,-0.00358238000040726,0.37114019121883207,,linear
