,participant,gof,name
0,0_epo,0.0072158597707863955,pieron
1,10_epo,0.006590264780073293,pieron
2,11_epo,0.007288087150134077,pieron
3,12_epo,0.006276835327308132,pieron
4,13_epo,0.0034190076829791662,pieron
5,14_epo,0.002721894916016877,pieron
6,15_epo,0.010710898681589346,pieron
7,16_epo,0.003891416724197477,pieron
8,17_epo,0.0032489898284882145,pieron
9,18_epo,0.004343131584691105,pieron
10,19_epo,0.003755571160543309,pieron
11,1_epo,0.005576827663079567,pieron
12,20_epo,0.0043687702126674255,pieron
13,21_epo,0.0048679168665656655,pieron
14,22_epo,0.005088185465226815,pieron
15,23_epo,0.0037055337347323323,pieron
16,24_epo,0.008742616634176236,pieron
17,25_epo,0.007274900340452662,pieron
18,2_epo,0.0070978682314678946,pieron
19,3_epo,0.004396590174126081,pieron
20,4_epo,0.0043311737911262025,pieron
21,5_epo,0.00669823133082685,pieron
22,6_epo,0.009081701311505782,pieron
23,7_epo,0.005433973675980868,pieron
24,8_epo,0.00302377439959755,pieron
25,9_epo,0.004409811823492418,pieron
