,participant,par1,par2,par3,name
0,6_epo,0.5821275060057346,2.0081052787621537e-16,,pieron
1,19_epo,0.456319459058564,0.045195395625127886,,pieron
2,20_epo,0.4965695112178504,2.8027205598769383e-22,,pieron
3,10_epo,0.530092852297414,3.971938184371535e-18,,pieron
4,0_epo,0.5680350293404686,4.256706173783608e-18,,pieron
5,11_epo,0.821513076836876,6.200300302453144e-23,,pieron
6,23_epo,0.4305028716710938,0.06634905796113817,,pieron
7,14_epo,0.5664766662451814,3.0098103961084172e-18,,pieron
8,4_epo,0.5018178816321925,1.2406901394728469e-23,,pieron
9,9_epo,0.6223718721947837,8.924099430839427e-25,,pieron
10,18_epo,0.4876540873025346,0.029223839035392458,,pieron
11,12_epo,0.5572536111735611,3.739200690747596e-28,,pieron
12,1_epo,0.5392381020642202,3.2934942792977243e-29,,pieron
13,24_epo,0.7987340198876749,1.6869088435054563e-20,,pieron
14,15_epo,0.6765176166963455,2.9462363961548886e-21,,pieron
15,7_epo,0.6059263493033619,3.431957821198307e-21,,pieron
16,16_epo,0.4779931552962117,4.022004169825708e-24,,pieron
17,17_epo,0.8992488264830019,4.736833647762968e-18,,pieron
18,25_epo,0.48082881347891093,1.581725833773284e-17,,pieron
19,3_epo,0.6144902449689235,0.020709782771336713,,pieron
20,21_epo,0.4634281320476369,0.0006246349102151075,,pieron
21,13_epo,0.48082200821322446,0.011718120172765554,,pieron
22,5_epo,0.47189083614864163,5.652535484706847e-25,,pieron
23,22_epo,0.535365217025959,0.014605729482035774,,pieron
24,2_epo,0.5011413906533575,1.3805065841367707e-29,,pieron
25,8_epo,0.5107306543004199,0.041559916396865106,,pieron
