,participant,gof,name
0,6_epo,0.05231638463825829,pieron
1,19_epo,0.01787795305307807,pieron
2,20_epo,0.014906293586508105,pieron
3,10_epo,0.01400363030651333,pieron
4,0_epo,0.05354050331268353,pieron
5,11_epo,0.06588345640106069,pieron
6,23_epo,0.027861849589128157,pieron
7,14_epo,0.03534649854360007,pieron
8,4_epo,0.01729612957030052,pieron
9,9_epo,0.040365573340119885,pieron
10,18_epo,0.03337169519407148,pieron
11,12_epo,0.022099247825151276,pieron
12,1_epo,0.01970672673563415,pieron
13,24_epo,0.0720587919282519,pieron
14,15_epo,0.047958540622654894,pieron
15,7_epo,0.05071831554258667,pieron
16,16_epo,0.009565306424366858,pieron
17,17_epo,0.17786423052411507,pieron
18,25_epo,0.018146054205221456,pieron
19,3_epo,0.037000099823589636,pieron
20,21_epo,0.016206877860270023,pieron
21,13_epo,0.014668965563977107,pieron
22,5_epo,0.018626881597800824,pieron
23,22_epo,0.03866269055383486,pieron
24,2_epo,0.014410232334665377,pieron
25,8_epo,0.02640260025772605,pieron
